Country,Status,Verified,Date,Center ID,Center,Type,Activity,Org,Capacity (N),Equipment (R.A.G),Staff (N),Doctors,Nurses,Isolation Facility,PPE,Burial Site,Water,Power,Comm.,Date open,Date closed,Region,Adm1 ID,Prefecture,Adm2 ID,Sous Prefecture,Place,Lat,Long,Address,Clinic Website,Location in OSM,Notes,Source of info
Guinea,,,06/10/2014,GN-STF090,Clinique Medical de Gbessia,"Hospital activities, Medical and dental practice activities.",,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Conakry,9.6453,-13.5475,Bp. 4554 ; Conakry,,,,http://yellowpages.cybo.com/GN-biz/clinique-medicale-de-gbessia
Guinea,,,06/10/2014,GN-STF091,Clinique Neurologique,Clinic,,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Conakry,9.6453,-13.5475,Bp. 5029 ; Conakry,,,,http://yellowpages.cybo.com/GN-biz/clinique-neurologique_1V
Guinea,,Y,,GN-STF095,Dispensaire SBK,Dispensary,HIV testing,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Conakry,9.609019,-13.5933962,,,,"Geolocated to the area of Matoto, Conakry.","http://www.cnlsguineeconakry.org/index.php?option=com_content&view=article&id=281&Itemid=316, http://www.openstreetmap.org/node/2272477748"
Guinea,,,06/10/2014,GN-STF094,Dr. Ibrahima Sory Cissoko,General Medicine,General Medicine,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Conakry,9.6453,-13.5475,,,,,
Guinea,,N,06/10/2014,GN-STF084,Jamal Thermos,,,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Conakry,9.6453,-13.5475,BP 213,,,,http://www.goafricaonline.com/23125-jamal-thermos-cabinet-medical-conakry-guinee
Guinea,,,06/10/2014,GN-STF097,Mercy Ships - New Steps Centre,,,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Conakry,9.6453,-13.5475,"Main Highway, wATERLOO",,,,
Guinea,Open,N,04/10/2014,MOH009,Centre de Santé Dabompa,Health Clinic,,GOV,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Dabompa,"9,609019","-13,5933962",Dabompa,,,Lat/long at centre of Matoto,MOH
Guinea,,N,01/01/2002,HM1041,Centre De Santé,3,,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Dar Es Salam,9.5717201,-13.6505003,,,,"Geolocated to the area of Dar es Salam, Conakry. HM1040, HM1041, HM1033 may be duplicates or may be different facilities within the same area as Dar es Salam covers a densely populated area.",http://www.openstreetmap.org/node/2272566457#map=14/9.5805/-13.6462&layers=HN
Guinea,,N,01/01/2002,HM1040,Centre De Santé,3,,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Dar Es Salam,9.5804987,-13.6460962,,,,"Geolocated to the area of Dar es Salam, Conakry. HM1040, HM1041, HM1033 may be duplicates or may be different facilities within the same area as Dar es Salam covers a densely populated area.",http://www.openstreetmap.org/node/2272566457#map=14/9.5805/-13.6462&layers=HN
Guinea,,N,01/01/2002,HM1033,Dar-Es-Salam - 1,3,,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Dar Es Salam,9.5762901,-13.6338997,,,,"Geolocated to the area of Dar es Salam, Conakry. HM1040, HM1041, HM1033 may be duplicates or may be different facilities within the same area as Dar es Salam covers a densely populated area.",
Guinea,Open,N,04/10/2014,MOH010,Centre de Santé Enta Sud,Health Clinic,,GOV,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Enta Sud,"9,609019","-13,5933962",Enta Sud,,,Lat/long at centre of Matoto,MOH
Guinea,,N,06/10/2014,GN-STF086,Cabinet D'Assistance Medico-Sociale,Clinic,,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Gbessia,9.5757371,-13.6107853,"Gbéssia, Matoto",,,,http://www.goafricaonline.com/21297-cabinet-assistance-medical-social-conakry-guinee
Guinea,,Y,01/01/2002,HM1031,Clinique Médicale De Gbéssia - Centre Médical Internationale,1,,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Gbessia,9.58008,-13.6218004,,,,"Geolocated to the area of Gbessia, Conakry - possibly correctly located to facility",http://www.openstreetmap.org/node/481390739#map=14/9.5811/-13.6210&layers=HN
Guinea,Open,,01/01/2002,HM1034,Gbessia Port,Health Clinic,HIV testing,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Gbessia Port,9.5612803,-13.6285,BP 4554,,,,http://www.societeguinee.com/en/sectors?sobi2Task=sobi2Details&catid=202&sobi2Id=1815
Guinea,,N,06/10/2014,GN-STF089,Cabinet Medical Chirurgical Associatif De Kissosso,Health Clinic,,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Kissosso,9.6293,-13.5672,"Kissosso, Matoto",,,,http://www.goafricaonline.com/21354-cabinet-medical-chirurgical-associatif-kissosso-ong-conakry-guinee
Guinea,,Y,01/01/2002,HM1027,Clinique Privé,2,,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,"Kokoma, Tombolia",9.6616802,-13.5458002,,,,"Geolocated to the area of Kokoma, Conakry","https://www.google.com/maps/place/Kokoma,+Conakry,+Guinea/@9.6599227,-13.536117,4050m/data=!3m2!1e3!4b1!4m2!3m1!1s0xf02d53139f7203f:0xfeaead3cad23d45"
Guinea,,,,GN-STF073,HOPITAL AISSA,Hospital,,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Kondebounyi,9.6090,-13.5934,"Kondéboundji, Matoto",,,,
Guinea,Open,N,04/10/2014,MOH011,Centre de Santé Matoto Centre,Health Clinic,,GOV,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Matoto Centre,"9,609019","-13,5933962",Matoto Centre,,,Lat/long at centre of Matoto,MOH
Guinea,,N,06/10/2014,GN-STF122,"Simbaya, Ratoma",Dentist,Dentistry,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Simbaya,9.5974,-13.5956,Conakay- Republique de Guinee,,,,
Guinea,Open,N,04/10/2014,MOH012,Centre de Santé Tanéné,Health Clinic,,GOV,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Ténene,"9,609019","-13,5933962",Ténene,,,Lat/long at centre of Matoto,MOH
Guinea,,Y,01/01/2002,HM1029,Centre Recherche Fodé S,3,,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Tomboleya,9.6485004,-13.5516996,,,,"Geolocated to the area of Tomboleya, Conakry.","https://www.google.com/maps/place/Tomboleya,+Conakry,+Guinea/@9.6401828,-13.546522,4051m/data=!3m2!1e3!4b1!4m2!3m1!1s0xf1d2aad076eca2d:0x6ec9632276798e29"
Guinea,,Y,01/01/2002,HM1030,Tombolia - Marché,3,,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,Tomboleya,9.6449003,-13.5640001,,,,"Geolocated to the area of Tomboleya/Wassawassa, Conakry.","https://www.google.com/maps/place/9%C2%B038%2741.6%22N+13%C2%B033%2750.4%22W/@9.6449003,-13.5640001,1013m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0"
Guinea,,Y,,GN-STF113,Dispensaire Saint Gabriel,Health Centre,"Primary care, HIV testing, maternity hospital",,,,,,,,,,,,,,,Conakry,BP 2016,Matoto,,Matoto,,9.6135113,-13.5892644,N1,http://stgabriel.matoto.fr/index-1.html,,Largest prmary health care clinic in the country (2008).  Geolocated to exact location from Google maps.,"https://www.google.com/maps/place/Dispensaire+et+Maternit%C3%A9+Saint+Gabriel/@9.6135113,-13.5892644,1013m/data=!3m2!1e3!4b1!4m2!3m1!1s0xf1cd575fd443977:0x1d34d42ae49dd3c0"
Guinea,,N,,GN-STF114,Mission Alfa,,HIV testing,,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,,9.609019,-13.5933962,,,,"Geolocated to the area of Matoto, Conakry.",http://www.openstreetmap.org/node/2272477748#map=14/9.6090/-13.5935&layers=HN
Guinea,,Y,,GN-STF115,Santé Forces Armées Camp Alpha Yaya,,"HIV testing, Armed forces health",,,,,,,,,,,,,,,Conakry,,Matoto,,Matoto,,9.5915,-13.6137,,,,Geolocated to Armed forces camp.,"http://www.cnlsguineeconakry.org/index.php?option=com_content&view=article&id=281&Itemid=316,   http://ww4.fidesco-international.org/be/index.php/stories?story=26, http://www.openstreetmap.org/way/38651944#map=16/9.5915/-13.6137&layers=HN"
Guinea,,Y,,GN-STF116,CENTRE DE SANTE DE OISEEN,Clinic,,,,,,,,,,,,,,,,Conakry,,Matoto,,Tombolla,,9.576394,-13.612373,,,,Geolocated to district level (Matoto),http://www.nexpages.com/gn/centre-de-sante-de-oiseen-conakry-guinee-810
Guinea,,,,HM1068,Dr. Walburga Duranteau,General Practice,Obstetrics & Gynaecology,,,,,,,,,,,,,,,Conakry,,Ratoma,,Pont Kakimbo,Kipe,"9.597048, ",-13.652096,Kipe,,,,http://gule-sider.cybo.com/GN/forecariah/urologer/
Guinea,,,01/01/2002,HM1047,Dispensaire Maternité,3,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Carrefour Transit,9.5842896,-13.6584997,,,,,
Guinea,,Y-Romy,,HM1069,Centre de Sante la Grace,Hospital,"Hospital activities, Medical and dental practice activities, Activities of",,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Conakry,9.5891714,-13.655713,Ratoma Centre,,http://www.openstreetmap.org/node/481377186#map=18/9.58917/-13.65571,,http://gule-sider.cybo.com/GN/forecariah/urologer/
Guinea,,N,08/12/2011,GN-STF072,CIMED,Gynecology/radiology,,,,"x-ray, cerography, mammography, ultrasound",,,,,,,,city /Backup,,,,Conakry,,Ratoma,,Ratoma,Conakry,9.5881,-13.6540,"Hamdallaye Mosquée, Route du Village CBG",,,"X-ray, general and advanced cerography (men and women), Obstetrical Gynecology, Mammography and O.R.L Clean environment and minimum hygiene practices Equipment and instruments are German, Italian and Japanese made",http://photos.state.gov/libraries/guinea/231771/PDFs/localclinicshospitalsandhealthproviders.pdf
Guinea,,,08/12/2011,GN-STF007,Polyclinique Maison,Medical Center,,,,"Ambulance, x-ray, cerography, endoscopy, lab, pharmacy",,,,,,,,City /Backup,,,,Conakry,,Ratoma,,Ratoma,Conakry,9.5892,-13.6557,"
Lambanyi Commune de Ratoma, P.O. Box 1999",,,"Pediatrics, Gynecology, General Medicine, Dentistry, Pharmacy, Equipped Ambulances, Lab, X-Ray, Cerography, Endoscopy, O.R.L and Restaurant Services.  Clean environment and minimum hygiene practices. Hospitalization services available. Med Aid Program",http://photos.state.gov/libraries/guinea/231771/PDFs/localclinicshospitalsandhealthproviders.pdf
Guinea,,,01/01/2002,HM1008,Poste De Santé,4,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Hafiya,9.5552998,-13.6613998,,,,,
Guinea,,,01/01/2002,HM1042,Centre De Santé Kaporo,3,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Kaporo,9.6129198,-13.6462002,,,,,
Guinea,,,,HM1066,Dr. Alpha Amadou Bah,General Practice,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Kaporo,"9.612498, ",-13.645759,,,,,http://gule-sider.cybo.com/GN/forecariah/urologer/
Guinea,,,01/01/2002,HM1043,Centre De Santé Kipe,3,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Kipe,9.5980797,-13.6393003,,,,,
Guinea,,,08/12/2011,GN-STF063,Clinique Mère et Enfant,Health center,Pediatrician,,,"x-ray, lab",,,,,,,y,City & back up,,,,Conakry,,Ratoma,,Ratoma,Kipe,9.6024704,-13.6407142,"Kipe, Commune de Ratoma",,,"Pediatrics, Gynecology, General medicine, Lab & Xray!  City power & back up generators...clean w/minimal hygiene practices; Also referred to as Centre Mère et Enfant","http://photos.state.gov/libraries/guinea/231771/PDFs/localclinicshospitalsandhealthproviders.pdf ,  http://www.aspeg.org/index.php?option=com_content&view=article&id=21:infrastructures&catid=23:centre-m-et-enfants&Itemid=48"
Guinea,,,08/12/2010,HM1044,Clinique Mère Et Enfants,3,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Kipe,9.6021099,-13.6406002,Kipe Commune de Ratoma,,,,http://photos.state.gov/libraries/guinea/231771/PDFs/localclinicshospitalsandhealthproviders.pdf
Guinea,Open,N,01/04/2014,GN-STF006,Hôpital de l'Amitié Sino-Guinéenne,Hospital,"Specialties: neurology, cardiology, trauma, thoracic surgery, physiotherapy, disinfection and protection","GOV, WHO",120 beds,Secure burial material. ,154 local + 20 Chinese,,,,Y,,,City/backup,Generators,13.04.2011,Still Open ,Conakry,,Ratoma,,Ratoma,Kipe,9.59882,-13.64778,Kipe,,,Couldn't find contact info,http://www.openstreetmap.org/way/217948117
Guinea,,,08/12/2011,GN-STF077,Cabinet Duranteau,gynecologist,,,,,,,,,,,,city and generator,,,,Conakry,,Ratoma,,Ratoma,Kipé,9.6020,-13.6543,"Pont Kakimbo, Commune de Ratoma",,,"Pediatrics, Gynecology, General Medicine, lab and X-ray services Environment not too clean",http://photos.state.gov/libraries/guinea/231771/PDFs/localclinicshospitalsandhealthproviders.pdf
Guinea,Open,N,04/10/2014,MOH004,Centre de Santé Kobaya,Health Clinic,,GOV,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Kobaya,9.6614322,-13.602567,Koabya,,,Lat/long at Kobaya district,MOH
Guinea,Open,N,04/10/2014,MOH005,Centre de Santé Koloma,Health Clinic,,GOV,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Koloma,9.58981,-13.62240,Koloma ,,,Lat/long not precise - set at Koloma 2,MOH
Guinea,,,01/01/2002,HM1045,Centre De Santé Soloprimo,3,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Koloma,9.59692,-13.6271,,,,,
Guinea,,,01/01/2002,HM1035,Sandia Snoeren,3,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Koloma,9.5929003,-13.6211004,,,,,
Guinea,Open,N,04/10/2014,MOH006,Centre de Santé Lambanyi,Health Clinic,,GOV,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Lambanyi,9.64494,-13.61382,Lambanyi,,,Lat/long at centre of Lambanyi,MOH
Guinea,,,01/01/2002,HM1036,Santé Arc-En-Ciel,3,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Lambanyi,9.6375103,-13.6205997,,,,,
Guinea,,,01/01/2002,HM1046,Centre De Santé Nongo,3,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Nongo,9.6138897,-13.6386003,,,,,
Guinea,Not yet open,,17/07/2014,GN-STF024,Hospital Jean Paul II,Hospital,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Ratoma,9.5856895,-13.6534996,,,,Indian doctors made deal with Guinea to reopen,http://www.vccircle.com/news/healthcare-services/2014/07/17/exhilway-investing-around-4m-upcoming-hospital-operator-livewell
Guinea,,Y,01/01/2002,HM0058,Hôtel Mariador,1,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Ratoma,10.2750998,-12.4475002,,,,,
Guinea,,,01/01/2002,HM1048,Jean Paul 2,Hospital,HIV testing,,,,,,,,,,Y,Y/Battery,,,,Conakry,,Ratoma,,Ratoma,Ratoma,9.5856895,-13.6534996,,,,,http://www.afguinea.org/healthmedical-infrastructure
Guinea,,,06/10/2014,GN-STF117,Université Sonfonia,,HIV testing,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Ratoma,9.5892,-13.6557,,,,,
Guinea,,,01/01/2002,HM1049,Centre De Santé Simbaya,3,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Simbaya,9.6079102,-13.6136999,,,,,
Guinea,Open,N,04/10/2014,MOH007,Centre de Santé Simbaya Gare,Health Clinic,,GOV,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Simbaya Gare,9.61257,-13.60267,Simbaya Gare,,,Lat/lpong at centre of Simbaya Gare,MOH
Guinea,Open,N,04/10/2014,MOH008,Centre de Santé Sonfonia,Health Clinic,HIV testing,GOV,,,,,,,,,Y,,,,,Conakry,,Ratoma,,Ratoma,Sonfonia,"9,6713787","-13,5593171",Sonfonia,,,"Lat/long at centre of Sonfonia; Ventilated improved pit latrine, incinerator, septic tank, washhouse with sump",MOH; http://www.tdh.ch/en/news/guinea-ceremony--new-youth-for-the-health-centres
Guinea,,,01/01/2002,HM1039,Poste De Santé,4,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Sonfonia Garé,9.6693096,-13.5577002,,,,,
Guinea,,,01/01/2002,HM1038,Centre De Santé Tamouta,3,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,"Tamouta, Yimbaya?",9.6798697,-13.5719995,,,,,
Guinea,,,01/01/2002,HM1007,Centre De Santé Belle-Vue Coloyah,3,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Taouyah,9.5668898,-13.6588001,,,,,
Guinea,,,01/01/2002,HM1016,Poste De Santé Chinois,4,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Taouyah ?,9.5667105,-13.6620998,,,,,
Guinea,Open,N,04/10/2014,MOH009,Centre de Santé Wanindara,Health Clinic,HIV testing,GOV,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Wanindara,9.6323,-13.5899,Wanindara,,,Lat/long at centre of Wanindara,MOH
Guinea,,,01/01/2002,HM1037,Centre De Santé Yembeyia,3,,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma,Yembeyia,9.6207304,-13.6197004,,,,,
Guinea,,,,GN-STF029,CMC Flamboyant,Centre Medical Communal,HIV testing,,,,,,,,,,,,,,,Conakry,,Ratoma,,Ratoma ,Conakry ,9.5892,-13.6557,,,,,http://www.cnlsguineeconakry.org/index.php?option=com_content&view=article&id=281&Itemid=316
,,Y,,GN-STF118,CABINET DENTAIRE ARABE DENTISTE,Dentist,Dentistry,,,,,,,,,,,,,,,Conakry,,Ratoma,,,,9.583241,-13.649911,Enco 5 Ratoma,,,"Entered as ""Enco 5 Retoma"" but that is the address - Geolocated to district level (Ratoma)",http://www.goafricaonline.com/21318-cabinet-dentaire-arabe-dentistes-conakry-guinee
Guinea,,Y,,GN-STF119,CABINET MEDICAL DR KEMO CONDE,Clinic,,,,,,,,,,,,,,,,Conakry,,Ratoma,,,,9.583241,-13.649911,Anta Marché,,,Geolocated to district level (Ratoma),http://www.nexpages.com/gn/cabinet-medical-dr-kemo-conde-conakry-guinee-811
Guinea,,Y,,GN-STF120,CLINICAL LAB MED,Clinic,,,,,,,,,,,,,,,,Conakry,,Ratoma,,,,9.583241,-13.649911,,,,Geolocated to district level (Ratoma),http://www.nexpages.com/gn/clinique-labo-med-conakry-guinee-808
Guinea,,,,GN-STF030,CMC Ratoma,Centre Medical Communal,HIV Testing,,,,,,,,,,,,,,,Conakry,,Ratoma ,,Ratoma,Ratoma,9.5892,-13.6557,,,,,"http://www.cnlsguineeconakry.org/index.php?option=com_content&view=article&id=281&Itemid=316, http://guinee-hopitaux.blogspot.it/p/annuaire-hospitalier-hp-et-cmc.html"
Guinea,,Y-Romy,01/04/2014,HM1073,Hopital National Ignace Deen (Ballay Hospital),Hospital,,,,,,,,,,,,,,1890,,Conakry,,,,Corniche Sud,Conakry,9.5065618,-13.7049876,"9th Boulevard, Boulevard de Boulbinet",,http://www.openstreetmap.org/node/1407326146#map=19/9.50656/-13.70499,"wiki: A February 2011 report said the hospital had dilapidated infrastructure, poor sanitation, stifling heat, stench, lack of water and electricity, lack of drugs and maintenance. A bribe was required to gain admittance. There were few doctors.",http://gule-sider.cybo.com/GN/forecariah/urologer/
Guinea,,,25.09.2014,GN-STF013,FAOAMA ,Univeristy,,,,,,,,,,,,,,,,Conakry,,,,,Conakry,9.679801,-13.582018,,,,,http://www.goafricaonline.com/
Guinea,,,,GN-STF022,Hôpital National Donka,Hospital,Isolation and training centre,"Gov, MSF, WHO",45 beds,,,,,,,,,,,,,Conakry,,,,,Conakry,9.535633,-13.6832046,"Route de Donka, Conakry, Guinea",,,,https://www.msf.org.za/ebola-outbreak-west-africa-msf-updates http://www.who.int/features/2014/ebola-healthcare-guinea/en/
Guinea,,,06/10/2014,GN-STF023,Hôpital National Ignace Deen + line 1143,Hospital,Morgue,,,,,,,,,,,,,,,Conakry,,,,,Conakry,9.5065618,-13.7049876,Corniche Niche Sud & Le Rocher,,,See Line 1143 for update..was used as a morgue,http://photos.state.gov/libraries/guinea/231771/PDFs/conakryclinicsmap.pdf
Guinea,,Y-Romy,2014,GN-STF082,International SOS: Cite Chemin de Fer,,,,,,,,,,,,,,,,,Conakry,,,,,Conakry,9.5171253,-13.6999235,"11e Avenue, 8e Boulevard, ",https://www.internationalsos.com/en/europe-middle-east-africa_guinea.htm,http://www.openstreetmap.org/way/290771310#map=18/9.51462/-13.70771,, https://www.internationalsos.com/en/europe-middle-east-africa_guinea.htm
Guinea,,,01/01/2002,HM0627,Dounkito,3,,,,,,,,,,,,,,,,Faranah,,Dabola,,Arfamoussaya,Dounkito,10.8605003,-11.2296,,,,,
Guinea,,,01/01/2002,HM0624,Gnalen,3,,,,,,,,,,,,,,,,Faranah,,Dabola,,Arfamoussaya,Kouroufimba,10.7031002,-11.3041,,,,,
Guinea,,,01/01/2002,HM0623,Mosquée du Kouroufimba,3,,,,,,,,,,,,,,,,Faranah,,Dabola,,Arfamoussaya,Kouroufimba,10.7504997,-11.3226995,,,,,
Guinea,,,01/01/2002,HM0925,Banko,4,,,,,,,,,,,,,,,,Faranah,,Dabola,,Banko,Banko,10.6906996,-9.5632896,,,,,
Guinea,,,01/01/2002,HM0634,Banko,Health Center,,,,,,,,,,,,,,,,Faranah,,Dabola,,Banko,Banko,10.7266998,-10.7086,,,,,
Guinea,,,,GN-STF062,Mango e.V. OP-Zentrum,Hospital,,,,,,,,,,,,,,,,Faranah,,Dabola,,Bissikirima,Koolo Hindé,10.63636,-11.45724,,,,,
Guinea,,Y,01/01/2002,HM0633,Bissikrima Centre de Santé,3 - Health Centre,,GOV,,,,,,,,,,,,,,Faranah,,Dabola,,Bissikrima,Bissikrima,10.8488998,-10.9368,,,,Geolocated to town level,"https://www.google.it/maps/place/10%C2%B050%2756.0%22N+10%C2%B056%2712.5%22W/@10.8543984,-10.9369931,1943m/data=!3m1!1e3!4m2!3m1!1s0x0:0x0?hl=en"
Guinea,,Y,09/10/2014,GN-STF012,Hopital Préfectoral Dabola,Hospital,,,,,,,,,,,,,,,,Faranah,,Dabola,,Dabola Centre,Vieux Babola,10.732046,-11.105056,,,,,http://guinee-hopitaux.blogspot.it/p/annuaire-hospitalier-hp-et-cmc.html
Guinea,,,01/01/2002,HM0630,Dabola-Centre,3,,,,,,,,,,,,,,,,Faranah,,Dabola,,Dabola-Centre,Dabola,10.7470999,-11.1100998,,,,,
Guinea,Open,Y,01/01/2002,HM0632,Hôpital Préfectoral Dabola,Hospital,"ETC, Triage","CRG, MOH, UNICEF, WHO, MSF",,,,,,,,,,,,,,Faranah,,Dabola,,Dabola-Centre,Dabola,10.7319002,-11.1070004,,,,,"http://reliefweb.int/sites/reliefweb.int/files/resources/GIN_A4_L_140901_Ebola_3W_Reponse.pdf, http://guinee-hopitaux.blogspot.it/p/annuaire-hospitalier-hp-et-cmc.html"
Guinea,,,01/01/2002,HM0631,Kalela 1,4,,,,,,,,,,,,,,,,Faranah,,Dabola,,Dabola-Centre,Kalela,10.7784996,-11.0298996,,,,,
Guinea,,,01/01/2002,HM0953,Arfamoussaya Centre,Health Center,,,,,,,,,,,,,,,,Faranah,,Dabola,,Dogomet,Arfa Moussaia,10.7618999,-11.3611002,,,,,
Guinea,,,01/01/2002,HM0629,Dabola-Bérété,3,,,,,,,,,,,,,,,,Faranah,,Dabola,,Dogomet,Dabola Berete,10.8105001,-11.4399004,,,,,
Guinea,,,01/01/2002,HM0628,Dogomet,Health Center,,,,,,,,,,,,,,,,Faranah,,Dabola,,Dogomet,Dogomet Centre,10.7179003,-11.4427996,,,,,
Guinea,,,01/01/2002,HM0626,Kignero,Health Center,,,,,,,,,,,,,,,,Faranah,,Dabola,,Kankama,Kankama,10.9260998,-11.1141005,,,,,
Guinea,,,01/01/2002,HM0625,Kindoye,Health Center,,,,,,,,,,,,,,,,Faranah,,Dabola,,Kindoye,Kindoye,10.4431,-11.3024998,,,,,
Guinea,,,01/01/2002,HM0964,Konso,Health Center,,,,,,,,,,,,,,,,Faranah,,Dabola,,N'dema,Konso,10.5277004,-10.8415003,,,,,
Guinea,,,01/01/2002,HM0670,Camp Des Réfugiés (Poste De Santé),4,,,,,,,,,,,,,,,,Faranah,,Dabola,,N'dema,Sembakourian,10.5642996,-11.0302,,,,,
Guinea,,,,GN-STF005,Centre Sante,Hospital,,,,,,,,,,,,,,,,Faranah,,Dalaba,,Bodié (?),Rounde Dobodie,11.04155,-12.0453,,,,,http://www.openstreetmap.org/way/32215958
Guinea,,,01/01/2002,HM0706,Hatayauia Centre,3,,,,,,,,,,,,,,,,Faranah,,Dinguiraye,,Banora,Matagania,11.4911003,-10.2549,,,,,
Guinea,,,01/01/2002,HM0958,Ranhaya Centre,3,,,,,,,,,,,,,,,,Faranah,,Dinguiraye,,Banora,Ranhaya,11.7468996,-10.5080996,,,,,
Guinea,,,01/01/2002,HM0973,Soubekindi,4,,,,,,,,,,,,,,,,Faranah,,Dinguiraye,,Datifere,Soubekindi,11.5829,-10.5300999,,,,,
Guinea,,,08/10/2014,HM0923,Diatifèrè Centre,Health Center,,,,,,,,,,,,,,,,Faranah,,Dinguiraye,,Diatifere,Diatifere Centre,11.6978998,-10.7198,,,,,
Guinea,,,01/01/2002,HM0646,Bilkity,4,,,,,,,,,,,,,,,,Faranah,,Dinguiraye,,Dinguiraye-Centre,Bilikity,11.4816999,-10.6780996,,,,,
Guinea,,,,GN-STF031,Hopital Préfectoral Dinguiraye,Hospital,,,approx location,,,,,,,,,,,,,Faranah,,Dinguiraye,,Dinguiraye-Centre,Dinguiraye,11.289885,-10.718365,,,,,http://guinee-hopitaux.blogspot.it/p/annuaire-hospitalier-hp-et-cmc.html
Guinea,,,01/01/2002,HM0644,Dinguiraye-Centre,Health Center,,,,,,,,,,,,,,,,Faranah,,Dinguiraye,,Dinguiraye-Centre,Dinguiraye-Centre,11.2904997,-10.7174997,,,,,
Guinea,,,01/01/2002,HM0645,Secteur 5 Villa Sylli,3,,,,,,,,,,,,,,,,Faranah,,Dinguiraye,,Dinguiraye-Centre,"Villa Sily, Manden",11.2842999,-10.7110996,,,,,
Guinea,,,01/01/2002,HM1006,Gognakaly,Health Center,,,,,,,,,,,,,,,,Faranah,,Dinguiraye,,Gagnakaly,Soribafinguia,11.5193005,-10.9706001,,,,,
Guinea,,,01/01/2002,HM0643,Niogo Centre,Health Center,,,,,,,,,,,,,,,,Faranah,,Dinguiraye,,Kalinko,Niogo,11.3245001,-11.1239004,,,,,
Guinea,,,01/01/2002,HM0641,Lansanaya-Centre,Health Center,,,,,,,,,,,,,,,,Faranah,,Dinguiraye,,Lansanaya,Lansanaya Centre,11.3910999,-10.8822002,,,,,
Guinea,,,01/01/2002,HM0647,Sélouma-Centre,Health Center,,,,,,,,,,,,,,,,Faranah,,Dinguiraye,,Selouma,Selouma Centre,11.1178999,-10.9708996,,,,,
Guinea,,,01/01/2002,HM1001,Djissouma,4,,,,,,,,,,,,,,,,Faranah,,Dinguiraye,,,,10.9778996,-12.9275999,,,,"Polling lists says Brouwal, Telimele, Kindia // NOPE: Djissouma is a district http://www.stat-guinee.org/nada/index.php/catalog/9/download/529 near DINGUIRAYE. In the same district there is also Diankasoria. http://www.lib.utexas.edu/maps/ams/west_africa/txu-oclc-6595921-nc29-1-2nd-ed.jpg",
