"Year","Country.or.territory.of.asylum.or.residence","Country.or.territory.of.origin","Refugees","Refugees.assisted.by.UNHCR","Total.refugees.and.people.in.refugee.like.situations","Total.refugees.and.people.in.refugee.like.situations.assisted.by.UNHCR"
#period_date,#country,#origin,#inneed_num,#reached_num,,
"2012","SYR","IRQ",471418,62727,471418,NA
"2012","SYR","JOR",53,53,53,53
"2012","SYR","KUW",35,35,35,35
"2012","SYR","LBY",8,8,8,8
"2012","SYR","LEB",30,30,30,30
"2012","SYR","MAU",1,1,1,1
"2012","SYR","MOR",6,6,6,6
"2012","SYR","NET",1,1,1,1
"2012","SYR","PAK",32,32,32,32
"2012","SYR","RUS",3,3,3,3
"2012","SYR","SAU",7,7,7,7
"2012","SYR","SLE",1,1,1,1
"2012","SYR","SOM",2217,2217,2217,NA
"2012","SYR","SSD",14,14,14,14
"2012","SYR","STA",2,2,2,2
"2012","SYR","SUD",598,598,598,598
"2012","SYR","TUN",4,4,4,4
"2012","SYR","TUR",7,7,7,7
"2012","SYR","UAE",0,0,0,0
"2012","SYR","UZB",1,1,1,1
"2012","SYR","YEM",73,73,73,73
"2012","TAN","BDI",35343,13116,35343,NA
"2012","TAN","COD",63330,63330,63330,NA
"2012","TAN","SOM",2105,2105,2105,NA
"2012","TAN","VAR",243,243,243,243
"2012","THA","AFG",0,0,0,0
"2012","THA","ARE",11,11,11,11
"2012","THA","BGD",0,0,0,0
"2012","THA","CAM",84,84,84,84
"2012","THA","CHI",117,117,117,117
"2012","THA","COD",19,19,19,19
"2012","THA","ETH",0,0,0,0
"2012","THA","GAZ",20,20,20,20
"2012","THA","GUI",1,1,1,1
"2012","THA","ICO",17,17,17,17
"2012","THA","IRN",24,24,24,24
"2012","THA","IRQ",86,86,86,86
"2012","THA","LAO",1,1,1,1
"2012","THA","LBR",1,1,1,1
"2012","THA","LKA",225,225,225,225
"2012","THA","MYA",83317,83317,83317,NA
"2012","THA","NEP",15,15,15,15
"2012","THA","PAK",274,274,274,274
"2012","THA","RWA",4,4,4,4
"2012","THA","SAU",2,2,2,2
"2012","THA","SOM",136,136,136,136
"2012","THA","SRV",92,92,92,92
"2012","THA","STA",4,4,4,4
"2012","THA","SUD",8,8,8,8
"2012","THA","SYR",10,10,10,10
"2012","THA","TOG",4,4,4,4
"2012","THA","TUR",1,1,1,1
"2012","THA","UAE",0,0,0,0
"2012","THA","UZB",1,1,1,1
"2012","THA","YEM",4,4,4,4
"2012","THA","ZIM",1,1,1,1
"2012","TJK","AFG",2196,2103,2196,NA
"2012","TJK","IRQ",4,4,4,4
"2012","TJK","KGZ",47,47,47,47
"2012","TJK","LKA",0,0,0,0
"2012","TJK","UZB",1,1,1,1
"2012","TKM","AFG",19,19,19,19
"2012","TKM","ARM",4,4,4,4
"2012","TKM","AZE",22,22,22,22
"2012","TKM","RUS",1,1,1,1
"2012","TOG","BDI",10,10,10,10
"2012","TOG","BEN",4,4,4,4
"2012","TOG","CAR",23,23,23,23
"2012","TOG","CHD",16,16,16,16
"2012","TOG","COB",30,30,30,30
"2012","TOG","COD",101,101,101,101
"2012","TOG","GHA",17371,7474,17371,NA
"2012","TOG","ICO",5593,5593,5593,NA
"2012","TOG","IRQ",4,4,4,4
"2012","TOG","LBR",0,0,0,0
"2012","TOG","LKA",3,3,3,3
"2012","TOG","MLI",137,137,137,137
"2012","TOG","NIG",19,19,19,19
"2012","TOG","RWA",224,224,224,224
"2012","TOG","SOM",1,1,1,1
"2012","TOG","SRB",1,1,1,1
"2012","TOG","SUD",2,2,2,2
"2012","TOG","SYR",1,1,1,1
"2012","TON","COD",1,1,1,1
"2012","TON","STA",2,2,2,2
"2012","TRT","BGD",3,3,3,3
"2012","TRT","CMR",1,1,1,1
"2012","TRT","COD",1,1,1,1
"2012","TRT","COL",8,8,8,8
"2012","TRT","CUB",0,0,0,0
"2012","TRT","GAM",1,1,1,1
"2012","TRT","HAI",0,0,0,0
"2012","TRT","ICO",1,1,1,1
"2012","TRT","KEN",1,1,1,1
"2012","TRT","LBR",1,1,1,1
"2012","TRT","LKA",1,1,1,1
"2012","TRT","SOM",0,0,0,0
"2012","TUN","ALG",20,16,20,16
"2012","TUN","BDI",3,3,3,3
"2012","TUN","BUL",1,0,1,0
"2012","TUN","CAR",3,1,3,1
"2012","TUN","CHD",21,21,21,21
"2012","TUN","CMR",1,1,1,1
"2012","TUN","COB",0,0,0,0
"2012","TUN","COD",8,8,8,8
"2012","TUN","ERT",130,130,130,130
"2012","TUN","ETH",86,85,86,85
"2012","TUN","GAM",0,0,0,0
"2012","TUN","GAZ",37,22,37,22
"2012","TUN","GUI",1,0,1,0
"2012","TUN","ICO",15,5,15,5
"2012","TUN","IND",1,1,1,1
"2012","TUN","IRN",6,0,6,0
"2012","TUN","IRQ",137,133,137,133
"2012","TUN","KEN",0,0,0,0
"2012","TUN","LBR",0,0,0,0
"2012","TUN","LBY",0,0,0,0
"2012","TUN","MLI",6,6,6,6
"2012","TUN","MOR",1,1,1,1
"2012","TUN","NIG",0,0,0,0
"2012","TUN","OMN",1,0,1,0
"2012","TUN","PAK",3,3,3,3
"2012","TUN","POL",1,0,1,0
"2012","TUN","RUS",0,0,0,0
"2012","TUN","RWA",9,0,9,0
"2012","TUN","SEN",1,1,1,1
"2012","TUN","SOM",510,510,510,510
"2012","TUN","STA",0,0,0,0
"2012","TUN","SUD",427,427,427,427
"2012","TUN","SYR",6,2,6,2
"2012","TUR","AFG",3517,3517,3517,NA
"2012","TUR","ALG",2,2,2,2
"2012","TUR","ANG",0,0,0,0
"2012","TUR","ARE",13,13,13,13
"2012","TUR","AZE",3,3,3,3
"2012","TUR","CAR",1,1,1,1
"2012","TUR","CHD",1,1,1,1
"2012","TUR","CHI",5,5,5,5
"2012","TUR","CMR",6,6,6,6
"2012","TUR","COB",2,2,2,2
"2012","TUR","COD",35,35,35,35
"2012","TUR","CUB",1,1,1,1
"2012","TUR","ERT",49,49,49,49
"2012","TUR","ETH",74,74,74,74
"2012","TUR","GAZ",146,146,146,146
"2012","TUR","GUI",8,8,8,8
"2012","TUR","ICO",13,13,13,13
"2012","TUR","IRN",3040,3040,3040,NA
"2012","TUR","IRQ",9478,9478,9478,NA
"2012","TUR","JOR",8,8,8,8
"2012","TUR","KAZ",1,1,1,1
"2012","TUR","KGZ",163,163,163,163
"2012","TUR","LBR",4,4,4,4
"2012","TUR","LEB",6,6,6,6
"2012","TUR","LKA",19,19,19,19
"2012","TUR","MAU",3,3,3,3
"2012","TUR","MOR",9,9,9,9
"2012","TUR","NIG",3,3,3,3
"2012","TUR","PAK",19,19,19,19
"2012","TUR","PHI",1,1,1,1
"2012","TUR","RUS",5,5,5,5
"2012","TUR","RWA",1,1,1,1
"2012","TUR","SAU",3,3,3,3
"2012","TUR","SLE",2,2,2,2
"2012","TUR","SOM",1669,1669,1669,NA
"2012","TUR","STA",18,18,18,18
"2012","TUR","SUD",179,179,179,179
"2012","TUR","SYR",248466,248466,248466,NA
"2012","TUR","TKM",5,5,5,5
"2012","TUR","TOG",3,3,3,3
"2012","TUR","TUN",4,4,4,4
"2012","TUR","UAE",1,1,1,1
"2012","TUR","UGA",4,4,4,4
"2012","TUR","UZB",56,56,56,56
"2012","TUR","YEM",17,17,17,17
"2012","UAE","AFG",1,1,1,1
"2012","UAE","ERT",0,0,0,0
"2012","UAE","GAZ",0,0,0,0
"2012","UAE","IRN",1,1,1,1
"2012","UAE","IRQ",548,548,548,548
"2012","UAE","LKA",39,39,39,39
"2012","UAE","PAK",1,1,1,1
"2012","UAE","SOM",19,19,19,19
"2012","UAE","SUD",6,6,6,6
"2012","UAE","SYR",16,16,16,16
"2012","UAE","UGA",0,0,0,0
"2012","UGA","ARE",6,6,6,6
"2012","UGA","BDI",10728,10728,10728,NA
"2012","UGA","can",1,1,1,1
"2012","UGA","CAR",9,9,9,9
"2012","UGA","CHD",6,6,6,6
"2012","UGA","CMR",4,4,4,4
"2012","UGA","COD",127021,127021,127021,NA
"2012","UGA","COI",2,2,2,2
"2012","UGA","ERT",4630,4630,4630,NA
"2012","UGA","ETH",1529,1529,1529,NA
"2012","UGA","GRE",0,0,0,0
"2012","UGA","IRN",1,1,1,1
"2012","UGA","KEN",1124,1124,1124,NA
"2012","UGA","LBR",5,5,5,5
"2012","UGA","LBY",12,12,12,12
"2012","UGA","MLW",1,1,1,1
"2012","UGA","PAK",63,63,63,63
"2012","UGA","RWA",14684,14684,14684,NA
"2012","UGA","SLE",1,1,1,1
"2012","UGA","SOM",19000,19000,19000,NA
"2012","UGA","SSD",11135,11135,11135,NA
"2012","UGA","SUD",7910,7910,7910,NA
"2012","UGA","TAN",5,5,5,5
"2012","UKR","AFG",1480,167,1480,167
"2012","UKR","ALG",1,0,1,0
"2012","UKR","ANG",29,20,29,20
"2012","UKR","ARE",2,1,2,1
"2012","UKR","ARM",200,24,200,24
"2012","UKR","AZE",181,17,181,17
"2012","UKR","BDI",7,0,7,0
"2012","UKR","BGD",8,3,8,3
"2012","UKR","BKF",1,1,1,1
"2012","UKR","BLR",21,2,21,2
"2012","UKR","BSN",1,0,1,0
"2012","UKR","CHD",7,0,7,0
"2012","UKR","CHI",2,1,2,1
"2012","UKR","CMR",1,0,1,0
"2012","UKR","COB",21,9,21,9
"2012","UKR","COD",65,25,65,25
"2012","UKR","ERT",7,1,7,1
"2012","UKR","ETH",16,12,16,12
"2012","UKR","GAZ",35,8,35,8
"2012","UKR","GEO",66,7,66,7
"2012","UKR","GNB",1,0,1,0
"2012","UKR","GUI",4,3,4,3
"2012","UKR","ICO",2,2,2,2
"2012","UKR","IND",2,0,2,0
"2012","UKR","IRN",50,13,50,13
"2012","UKR","IRQ",77,22,77,22
"2012","UKR","JOR",3,1,3,1
"2012","UKR","KAZ",8,1,8,1
"2012","UKR","KGZ",8,7,8,7
"2012","UKR","LBR",3,0,3,0
"2012","UKR","LBY",1,0,1,0
"2012","UKR","LEB",6,0,6,0
"2012","UKR","LKA",8,9,8,9
"2012","UKR","mad",2,0,2,0
"2012","UKR","MLI",2,0,2,0
"2012","UKR","MOZ",1,0,1,0
"2012","UKR","NEP",1,0,1,0
"2012","UKR","NIG",3,1,3,1
"2012","UKR","PAK",1,0,1,0
"2012","UKR","RUS",105,37,105,37
"2012","UKR","RWA",4,3,4,3
"2012","UKR","SAU",1,0,1,0
"2012","UKR","SLE",4,0,4,0
"2012","UKR","SOM",112,23,112,23
"2012","UKR","SRB",5,0,5,0
"2012","UKR","SRV",1,0,1,0
"2012","UKR","STA",23,0,23,0
"2012","UKR","SUD",53,12,53,12
"2012","UKR","SYR",63,0,63,0
"2012","UKR","TJK",9,0,9,0
"2012","UKR","TKM",12,0,12,0
"2012","UKR","TON",1,0,1,0
"2012","UKR","TUR",11,0,11,0
"2012","UKR","UGA",1,0,1,0
"2012","UKR","UZB",67,61,67,61
"2012","UKR","ZIM",1,0,1,0
"2012","URU","BLR",1,0,1,0
"2012","URU","BOL",1,1,1,1
"2012","URU","CHL",1,0,1,0
"2012","URU","CMR",6,1,6,1
"2012","URU","COB",3,0,3,0
"2012","URU","COL",94,55,94,55
"2012","URU","CUB",6,0,6,0
"2012","URU","ECU",7,4,7,4
"2012","URU","GEO",1,0,1,0
"2012","URU","GHA",1,0,1,0
"2012","URU","ICO",2,0,2,0
"2012","URU","IRQ",1,0,1,0
"2012","URU","LBR",1,0,1,0
"2012","URU","LTU",1,0,1,0
"2012","URU","LVA",5,0,5,0
"2012","URU","NIG",13,10,13,10
"2012","URU","PER",7,6,7,6
"2012","URU","RUS",11,0,11,0
"2012","URU","SLE",1,0,1,0
"2012","URU","SOM",3,2,3,2
"2012","URU","SUD",1,0,1,0
"2012","URU","UKR",11,2,11,2
"2012","URU","VEN",2,2,2,2
"2012","URU","ZIM",1,0,1,0
"2012","USA","AFG",1017,0,1017,0
"2012","USA","ALB",4422,0,4422,0
"2012","USA","ALG",216,0,216,0
"2012","USA","AND",6,0,6,0
"2012","USA","ANG",134,0,134,0
"2012","USA","ANT",3,0,3,0
"2012","USA","ARE",6297,0,6297,0
"2012","USA","ARG",123,0,123,0
"2012","USA","ARM",4076,0,4076,0
"2012","USA","AUL",1,0,1,0
"2012","USA","AUS",5,0,5,0
"2012","USA","AZE",582,0,582,0
"2012","USA","BAH",40,0,40,0
"2012","USA","BAR",2,0,2,0
"2012","USA","BDI",464,0,464,0
"2012","USA","BEL",38,0,38,0
"2012","USA","BEN",64,0,64,0
"2012","USA","BGD",1117,0,1117,0
"2012","USA","BHS",180,0,180,0
"2012","USA","BHU",70,0,70,0
"2012","USA","BKF",548,0,548,0
"2012","USA","BLR",2054,0,2054,0
"2012","USA","BOL",137,0,137,0
"2012","USA","BOT",5,0,5,0
"2012","USA","BRA",679,0,679,0
"2012","USA","BSN",200,0,200,0
"2012","USA","BUL",796,0,796,0
"2012","USA","BZE",29,0,29,0
"2012","USA","CAM",356,0,356,0
"2012","USA","can",58,0,58,0
"2012","USA","CAR",228,0,228,0
"2012","USA","CAY",1,0,1,0
"2012","USA","CHD",436,0,436,0
"2012","USA","CHI",60615,0,60615,0
"2012","USA","CHL",69,0,69,0
"2012","USA","CMR",6676,0,6676,0
"2012","USA","COB",1608,0,1608,0
"2012","USA","COD",891,0,891,0
"2012","USA","COI",7,0,7,0
"2012","USA","COL",17766,0,17766,0
"2012","USA","COS",20,0,20,0
"2012","USA","CUB",677,0,677,0
"2012","USA","CYP",2,0,2,0
"2012","USA","CZE",33,0,33,0
"2012","USA","DJB",88,0,88,0
"2012","USA","DMA",11,0,11,0
"2012","USA","DOM",60,0,60,0
"2012","USA","ECU",185,0,185,0
"2012","USA","EGU",10,0,10,0
"2012","USA","ERT",3512,0,3512,0
"2012","USA","EST",328,0,328,0
"2012","USA","ETH",10508,0,10508,0
"2012","USA","FIJ",617,0,617,0
"2012","USA","FIN",5,0,5,0
"2012","USA","FRA",42,0,42,0
"2012","USA","GAB",58,0,58,0
"2012","USA","GAM",1049,0,1049,0
"2012","USA","GAZ",8,0,8,0
"2012","USA","GBR",53,0,53,0
"2012","USA","GEO",693,0,693,0
"2012","USA","GFR",64,0,64,0
"2012","USA","GHA",185,0,185,0
"2012","USA","GIB",2,0,2,0
"2012","USA","GNB",38,0,38,0
"2012","USA","GRE",29,0,29,0
"2012","USA","GRN",19,0,19,0
"2012","USA","GUA",5174,0,5174,0
"2012","USA","GUI",3643,0,3643,0
"2012","USA","GUY",145,0,145,0
"2012","USA","HAI",26849,0,26849,0
"2012","USA","HKG",6,0,6,0
"2012","USA","HON",1674,0,1674,0
"2012","USA","HRV",60,0,60,0
"2012","USA","HUN",27,0,27,0
"2012","USA","ICE",2,0,2,0
"2012","USA","ICO",1842,0,1842,0
"2012","USA","IND",5041,0,5041,0
"2012","USA","INS",4481,0,4481,0
"2012","USA","IRE",1,0,1,0
"2012","USA","IRN",4313,0,4313,0
"2012","USA","IRQ",4759,0,4759,0
"2012","USA","ISR",188,0,188,0
"2012","USA","ITA",27,0,27,0
"2012","USA","JAM",340,0,340,0
"2012","USA","JOR",399,0,399,0
"2012","USA","JPN",12,0,12,0
"2012","USA","KAZ",536,0,536,0
"2012","USA","KEN",2512,0,2512,0
"2012","USA","KGZ",626,0,626,0
"2012","USA","KOR",31,0,31,0
"2012","USA","KRN",23,0,23,0
"2012","USA","KUW",74,0,74,0
"2012","USA","LAO",252,0,252,0
"2012","USA","LBR",2149,0,2149,0
"2012","USA","LBY",137,0,137,0
"2012","USA","LCA",11,0,11,0
"2012","USA","LEB",515,0,515,0
"2012","USA","LES",2,0,2,0
"2012","USA","LKA",1252,0,1252,0
"2012","USA","LTU",81,0,81,0
"2012","USA","LVA",105,0,105,0
"2012","USA","MAC",1,0,1,0
"2012","USA","mad",17,0,17,0
"2012","USA","MAU",1731,0,1731,0
"2012","USA","MCD",187,0,187,0
"2012","USA","MCO",3,0,3,0
"2012","USA","MDA",906,0,906,0
"2012","USA","MDV",8,0,8,0
"2012","USA","MEX",2352,0,2352,0
"2012","USA","MHL",2,0,2,0
"2012","USA","MLI",949,0,949,0
"2012","USA","MLS",137,0,137,0
"2012","USA","MLW",40,0,40,0
"2012","USA","MNE",95,0,95,0
"2012","USA","MNG",844,0,844,0
"2012","USA","MOR",117,0,117,0
"2012","USA","MOZ",1,0,1,0
"2012","USA","MTA",3,0,3,0
"2012","USA","MTS",16,0,16,0
"2012","USA","MYA",2739,0,2739,0
"2012","USA","NAM",41,0,41,0
"2012","USA","NEP",5121,0,5121,0
"2012","USA","NET",12,0,12,0
"2012","USA","NGR",219,0,219,0
"2012","USA","NIC",424,0,424,0
"2012","USA","NIG",719,0,719,0
"2012","USA","NIU",10,0,10,0
"2012","USA","NOR",1,0,1,0
"2012","USA","NZL",1,0,1,0
"2012","USA","OMN",1,0,1,0
"2012","USA","PAK",3105,0,3105,0
"2012","USA","PAN",32,0,32,0
"2012","USA","PAR",28,0,28,0
"2012","USA","PER",1091,0,1091,0
"2012","USA","PHI",271,0,271,0
"2012","USA","PNG",1,0,1,0
"2012","USA","POL",56,0,56,0
"2012","USA","POR",10,0,10,0
"2012","USA","QAT",9,0,9,0
"2012","USA","ROM",635,0,635,0
"2012","USA","RSA",95,0,95,0
"2012","USA","RUS",6714,0,6714,0
"2012","USA","RWA",946,0,946,0
"2012","USA","SAL",6037,0,6037,0
"2012","USA","SAU",133,0,133,0
"2012","USA","SEN",360,0,360,0
"2012","USA","SEY",15,0,15,0
"2012","USA","SIN",28,0,28,0
"2012","USA","SLE",1017,0,1017,0
"2012","USA","SOM",2412,0,2412,0
"2012","USA","SPA",14,0,14,0
"2012","USA","SRB",1791,0,1791,0
"2012","USA","SRV",265,0,265,0
"2012","USA","SSD",4,0,4,0
"2012","USA","STA",1052,0,1052,0
"2012","USA","STK",2,0,2,0
"2012","USA","SUD",1427,0,1427,0
"2012","USA","SUR",5,0,5,0
"2012","USA","SVK",23,0,23,0
"2012","USA","SVN",11,0,11,0
"2012","USA","SWA",3,0,3,0
"2012","USA","swe",11,0,11,0
"2012","USA","SWI",2,0,2,0
"2012","USA","SYR",1425,0,1425,0
"2012","USA","TAN",168,0,168,0
"2012","USA","TCI",14,0,14,0
"2012","USA","THA",29,0,29,0
"2012","USA","TJK",186,0,186,0
"2012","USA","TKM",295,0,295,0
"2012","USA","TOG",2048,0,2048,0
"2012","USA","TON",1,0,1,0
"2012","USA","TRT",62,0,62,0
"2012","USA","TUN",36,0,36,0
"2012","USA","TUR",496,0,496,0
"2012","USA","UAE",30,0,30,0
"2012","USA","UGA",1231,0,1231,0
"2012","USA","UKR",1411,0,1411,0
"2012","USA","URU",15,0,15,0
"2012","USA","UZB",1687,0,1687,0
"2012","USA","VAR",1681,0,1681,0
"2012","USA","VCT",5,0,5,0
"2012","USA","VEN",6995,0,6995,0
"2012","USA","YEM",343,0,343,0
"2012","USA","ZAM",96,0,96,0
"2012","USA","ZIM",1866,0,1866,0
"2012","UZB","AFG",173,173,173,173
"2012","UZB","AZE",3,3,3,3
"2012","VAN","IRN",1,1,1,1
"2012","VAN","IRQ",1,1,1,1
"2012","VAR","BSN",0,0,0,0
"2012","VAR","IRQ",0,0,0,0
"2012","VAR","LBR",0,0,0,0
"2012","VEN","AFG",4,4,4,4
"2012","VEN","BDI",1,1,1,1
"2012","VEN","CHI",5,5,5,5
"2012","VEN","COB",2,2,2,2
"2012","VEN","COL",3563,3563,203563,NA
"2012","VEN","ECU",4,4,4,4
"2012","VEN","ETH",2,1,2,1
"2012","VEN","GAM",2,2,2,2
"2012","VEN","GAZ",1,1,1,1
"2012","VEN","GHA",1,1,1,1
"2012","VEN","GUA",3,3,3,3
"2012","VEN","HAI",15,15,15,15
"2012","VEN","HUN",1,1,1,1
"2012","VEN","ICO",1,1,1,1
"2012","VEN","IRQ",2,1,2,1
"2012","VEN","LBR",4,4,4,4
"2012","VEN","NIC",4,4,4,4
"2012","VEN","NIG",4,4,4,4
"2012","VEN","PAK",1,1,1,1
"2012","VEN","PER",7,7,7,7
"2012","VEN","POL",3,3,3,3
"2012","VEN","RWA",3,2,3,2
"2012","VEN","SLE",2,0,2,0
"2012","VEN","SRB",5,5,5,5
"2012","VEN","STA",1,1,1,1
"2012","VEN","TOG",1,1,1,1
"2012","VEN","TUR",2,0,2,0
"2012","YEM","ALG",1,1,1,1
"2012","YEM","ARE",14,14,14,14
"2012","YEM","BGD",2,2,2,2
"2012","YEM","CHI",1,1,1,1
"2012","YEM","COB",3,3,3,3
"2012","YEM","COD",1,1,1,1
"2012","YEM","ERT",1055,1055,1055,NA
"2012","YEM","ETH",5221,5221,5221,NA
"2012","YEM","GAZ",401,401,401,401
"2012","YEM","IRN",7,7,7,7
"2012","YEM","IRQ",3431,3431,3431,NA
"2012","YEM","JOR",8,8,8,8
"2012","YEM","KRN",1,1,1,1
"2012","YEM","MLI",1,1,1,1
"2012","YEM","MYA",1,1,1,1
"2012","YEM","SOM",226909,226909,226909,NA
"2012","YEM","SRV",17,17,17,17
"2012","YEM","SUD",56,56,56,56
"2012","YEM","SYR",42,42,42,42
"2012","YEM","TAN",10,10,10,10
"2012","ZAM","ANG",0,0,0,0
"2012","ZAM","BDI",2378,2105,2378,NA
"2012","ZAM","COB",1,1,1,1
"2012","ZAM","COD",14871,12960,14871,NA
"2012","ZAM","ERT",9,9,9,9
"2012","ZAM","ETH",64,64,64,64
"2012","ZAM","GAZ",5,5,5,5
"2012","ZAM","GUI",1,1,1,1
"2012","ZAM","KEN",0,0,0,0
"2012","ZAM","LBR",23,23,23,23
"2012","ZAM","LEB",6,6,6,6
"2012","ZAM","MLW",1,1,1,1
"2012","ZAM","NAM",1,1,1,1
"2012","ZAM","RSA",4,4,4,4
"2012","ZAM","RWA",5963,5450,5963,NA
"2012","ZAM","SLE",2,2,2,2
"2012","ZAM","SOM",2177,2013,2177,NA
"2012","ZAM","SUD",28,28,28,28
"2012","ZAM","TAN",1,1,1,1
"2012","ZAM","UGA",112,112,112,112
"2012","ZAM","ZIM",6,6,6,6
"2012","ZIM","ANG",4,4,4,4
"2012","ZIM","BDI",526,526,526,526
"2012","ZIM","COB",21,21,21,21
"2012","ZIM","COD",2978,2978,2978,NA
"2012","ZIM","DJB",0,0,0,0
"2012","ZIM","ERT",9,9,9,9
"2012","ZIM","ETH",44,44,44,44
"2012","ZIM","ICO",1,1,1,1
"2012","ZIM","LEB",0,0,0,0
"2012","ZIM","MLW",1,1,1,1
"2012","ZIM","RWA",723,723,723,723
"2012","ZIM","SOM",22,22,22,22
"2012","ZIM","SUD",14,14,14,14
"2012","ZIM","TAN",1,1,1,1
"2012","ZIM","UGA",12,12,12,12
