"Country name","Admin level 1",Latitude,Longitude,"Sector (English)","Sector (Arabic)","Organisation URL","Organisation name"
Kenya,Dadaab,0.09819,40.2607,Nutrition,,http://www.unhcr.org,UNHCR
Kenya,Dadaab,0.09819,40.2607,Protection,,http://www.care.or.ke,CARE
Kenya,Dadaab,0.09819,40.2607,Protection,,http://www.drc.dk/,DRC
Kenya,Dadaab,0.09819,40.2607,Protection,,http://www.filmaid.org,FilmAid
Kenya,Dadaab,0.09819,40.2607,Protection,,http://www.giz.de/en/home.html,GIZ
Kenya,Dadaab,0.09819,40.2607,Protection,,http://www.lwf-kenya.org/,LWF
Kenya,Dadaab,0.09819,40.2607,Protection,,http://www.ncck.org/,NCCK
Kenya,Dadaab,0.09819,40.2607,Protection,,www.rckkenya.org,RCK
Kenya,Dadaab,0.09819,40.2607,Protection,,http://www.savethechildren.org.uk,SCUK
Kenya,Dadaab,0.09819,40.2607,Protection,,http://www.unhcr.org,UNHCR
Kenya,Dadaab,0.09819,40.2607,Registration,,http://www.refugees.go.ke/,DRA
Kenya,Dadaab,0.09819,40.2607,Registration,,http://www.unhcr.org,UNHCR
Kenya,Dadaab,0.09819,40.2607,Shelter,,http://www.iom.int,IOM
Kenya,Dadaab,0.09819,40.2607,Shelter,,http://www.nrc.no/,NRC
Kenya,Dadaab,0.09819,40.2607,Shelter,,http://www.shelterbox.org/,"Shelter Box"
Kenya,Dadaab,0.09819,40.2607,Transportation,,http://www.iom.int,IOM
Kenya,Dadaab,0.09819,40.2607,"Water & Sanitation",,http://www.care.or.ke,CARE
Kenya,Dadaab,0.09819,40.2607,"Water & Sanitation",,http://www.welthungerhilfe.de,GAA
Kenya,Dadaab,0.09819,40.2607,"Water & Sanitation",,http://www.ncck.org/,NCCK
Kenya,Dadaab,0.09819,40.2607,"Water & Sanitation",,http://www.nrc.no/,NRC
Kenya,Dadaab,0.09819,40.2607,"Water & Sanitation",,,OXFAM
Kenya,Dadaab,0.09819,40.2607,"Water & Sanitation",,http://www.oxfam.org.uk/,Oxfam-GB
Kenya,Dadaab,0.09819,40.2607,"Water & Sanitation",,http://www.unhcr.org,UNHCR
Kenya,Kakuma,3.70864,34.8612,"Community Services",,http://www.jrsea.org,JRS
Kenya,Kakuma,3.70864,34.8612,"Community Services",,http://www.lwf-kenya.org/,LWF
Kenya,Kakuma,3.70864,34.8612,Education,,http://www.jrsea.org,JRS
Kenya,Kakuma,3.70864,34.8612,Education,,http://www.lwf-kenya.org/,LWF
Kenya,Kakuma,3.70864,34.8612,Food,,http://www.lwf-kenya.org/,LWF
Kenya,Kakuma,3.70864,34.8612,Food,,http://www.wfp.org/countries/kenya,WFP
Kenya,Kakuma,3.70864,34.8612,"Gender-Based Violence",,http://www.jrsea.org,JRS
Kenya,Kakuma,3.70864,34.8612,Protection,,http://www.jrsea.org,JRS
Kenya,Kakuma,3.70864,34.8612,Protection,,http://www.lwf-kenya.org/,LWF
Kenya,Kakuma,3.70864,34.8612,Registration,,http://www.refugees.go.ke/,DRA
Kenya,Kakuma,3.70864,34.8612,"Water & Sanitation",,http://www.lwf-kenya.org/,LWF
Kenya,Nairobi,-1.29147,36.8233,"Community Services",,,"Centre for Domestic Training & Development"
Kenya,Nairobi,-1.29147,36.8233,"Community Services",,http://www.jrsea.org,JRS
Kenya,Nairobi,-1.29147,36.8233,Education,,http://www.jrsea.org,JRS
Kenya,Nairobi,-1.29147,36.8233,Food,,http://www.jrsea.org,JRS
Kenya,Nairobi,-1.29147,36.8233,"Gender-Based Violence",,http://www.nrc.no/,NRC
Kenya,Nairobi,-1.29147,36.8233,Livelihood,,http://www.jrsea.org,JRS
Kenya,Nairobi,-1.29147,36.8233,Protection,,http://www.unhcr.org,UNHCR
Kenya,Nairobi,-1.29147,36.8233,Registration,,http://www.refugees.go.ke/,DRA
Kenya,Nairobi,-1.29147,36.8233,Registration,,http://www.unhcr.org,UNHCR
Ethiopia,Jijiga,9.3549,42.7893,"Camp Management",,http://www.arra.org.et,ARRA
Ethiopia,Jijiga,9.3549,42.7893,"Child Protection",,http://www.rescue.org/,IRC
Ethiopia,Jijiga,9.3549,42.7893,"Core Relief Items (CRIs)",,http://www.arra.org.et,ARRA
Ethiopia,Jijiga,9.3549,42.7893,Education,,http://www.arra.org.et,ARRA
Ethiopia,Jijiga,9.3549,42.7893,Education,,,DICAC
Ethiopia,Jijiga,9.3549,42.7893,Education,,http://www.rescue.org/,IRC
Ethiopia,Jijiga,9.3549,42.7893,Environment,,,"Gaia Association"
Ethiopia,Jijiga,9.3549,42.7893,Environment,,http://www.lwf-kenya.org/,LWF
Ethiopia,Jijiga,9.3549,42.7893,Environment,,,SeE
Ethiopia,Jijiga,9.3549,42.7893,Food,,http://www.arra.org.et,ARRA
Ethiopia,Jijiga,9.3549,42.7893,Food,,,RaDO
Ethiopia,Jijiga,9.3549,42.7893,Food,,http://www.wfp.org/countries/kenya,WFP
Ethiopia,Jijiga,9.3549,42.7893,"Gender-Based Violence",,http://www.rescue.org/,IRC
Ethiopia,Jijiga,9.3549,42.7893,Health,,http://www.arra.org.et,ARRA
Ethiopia,Jijiga,9.3549,42.7893,Health,,http://www.iom.int,IOM
Ethiopia,Jijiga,9.3549,42.7893,Health,,http://www.rescue.org/,IRC
Ethiopia,Jijiga,9.3549,42.7893,Health,,,RaDO
Ethiopia,Jijiga,9.3549,42.7893,Livelihood,,,DICAC
Ethiopia,Jijiga,9.3549,42.7893,Livelihood,,http://www.drc.dk/,DRC
Ethiopia,Jijiga,9.3549,42.7893,Livelihood,,http://www.rescue.org/,IRC
Ethiopia,Jijiga,9.3549,42.7893,Livelihood,,http://www.lwf-kenya.org/,LWF
Ethiopia,Jijiga,9.3549,42.7893,Livelihood,,,MCDO
Ethiopia,Jijiga,9.3549,42.7893,Livelihood,,,SeE
Ethiopia,Jijiga,9.3549,42.7893,Livelihood,,http://www.unhcr.org,UNHCR
Ethiopia,Jijiga,9.3549,42.7893,Logistics,,,AHADA
Ethiopia,Jijiga,9.3549,42.7893,Logistics,,http://www.arra.org.et,ARRA
Ethiopia,Jijiga,9.3549,42.7893,Logistics,,http://www.iom.int,IOM
Ethiopia,Jijiga,9.3549,42.7893,Nutrition,,http://www.arra.org.et,ARRA
Ethiopia,Jijiga,9.3549,42.7893,Protection,,http://www.arra.org.et,ARRA
Ethiopia,Jijiga,9.3549,42.7893,Protection,,,ERC
Ethiopia,Jijiga,9.3549,42.7893,Protection,,http://www.rescue.org/,IRC
Ethiopia,Jijiga,9.3549,42.7893,Protection,,,MCDO
Ethiopia,Jijiga,9.3549,42.7893,Protection,,http://www.unhcr.org,UNHCR
Ethiopia,Jijiga,9.3549,42.7893,Registration,,http://www.arra.org.et,ARRA
Ethiopia,Jijiga,9.3549,42.7893,Registration,,http://www.unhcr.org,UNHCR
Ethiopia,Jijiga,9.3549,42.7893,Shelter,,http://www.arra.org.et,ARRA
Ethiopia,Jijiga,9.3549,42.7893,Shelter,,,DICAC
Ethiopia,Jijiga,9.3549,42.7893,Transportation,,http://www.iom.int,IOM
Ethiopia,Jijiga,9.3549,42.7893,"Water & Sanitation",,http://www.arra.org.et,ARRA
Ethiopia,Jijiga,9.3549,42.7893,"Water & Sanitation",,,JICA
Ethiopia,Jijiga,9.3549,42.7893,"Water & Sanitation",,,JWCO
Ethiopia,Jijiga,9.3549,42.7893,"Water & Sanitation",,,KWD
Ethiopia,Jijiga,9.3549,42.7893,"Water & Sanitation",,http://www.lwf-kenya.org/,LWF
Ethiopia,Jijiga,9.3549,42.7893,"Water & Sanitation",,,MCDO
Liberia,"River Gee",5.29062,-7.83641,"Child Protection",,http://www.unicef.org/infobycountry/liberia.html,UNICEF
Liberia,"River Gee",5.29062,-7.83641,Logistics,,,UNMIL
Liberia,"River Gee",5.29062,-7.83641,Protection,,http://www.lrrrc.com/,LRRRC
Liberia,Montserrado,6.48725,-10.5526,"Child Protection",,http://www.unicef.org/infobycountry/liberia.html,UNICEF
Liberia,Montserrado,6.48725,-10.5526,"Gender-Based Violence",,,"UN Women"
Liberia,"Grand Gedeh",5.92751,-8.22098,Agriculture,,,ADRA
Liberia,"Grand Gedeh",5.92751,-8.22098,"Camp Management",,http://www.care.org/,CARE
Liberia,"Grand Gedeh",5.92751,-8.22098,"Child Protection",,http://www.savethechildren.org.uk,SCUK
Liberia,"Grand Gedeh",5.92751,-8.22098,"Child Protection",,http://www.unicef.org/infobycountry/liberia.html,UNICEF
Liberia,"Grand Gedeh",5.92751,-8.22098,"Community Services",,http://www.rescue.org/,IRC
Liberia,"Grand Gedeh",5.92751,-8.22098,Education,,http://www.savethechildren.org.uk,SCUK
Liberia,"Grand Gedeh",5.92751,-8.22098,Environment,,http://www.care.org/,CARE
Liberia,"Grand Gedeh",5.92751,-8.22098,Food,,http://www.wfp.org/countries/liberia,WFP
Liberia,"Grand Gedeh",5.92751,-8.22098,"Food Distribution",,http://www.care.org/,CARE
Liberia,"Grand Gedeh",5.92751,-8.22098,"Gender-Based Violence",,http://www.rescue.org/,IRC
Liberia,"Grand Gedeh",5.92751,-8.22098,Health,,http://www.rescue.org/,IRC
Liberia,"Grand Gedeh",5.92751,-8.22098,"Health Care Referral Services",,http://www.rescue.org/,IRC
Liberia,"Grand Gedeh",5.92751,-8.22098,HIV/AIDS,,http://www.rescue.org/,IRC
Liberia,"Grand Gedeh",5.92751,-8.22098,Livelihood,,,ADRA
Liberia,"Grand Gedeh",5.92751,-8.22098,Logistics,,,AIRD
Liberia,"Grand Gedeh",5.92751,-8.22098,"Malaria Prevention and Control",,http://www.rescue.org/,IRC
Liberia,"Grand Gedeh",5.92751,-8.22098,"Mental Health",,http://www.rescue.org/,IRC
Liberia,"Grand Gedeh",5.92751,-8.22098,Nutrition,,http://www.rescue.org/,IRC
Liberia,"Grand Gedeh",5.92751,-8.22098,Protection,,http://www.lrrrc.com/,LRRRC
Liberia,"Grand Gedeh",5.92751,-8.22098,Registration,,http://www.lrrrc.com/,LRRRC
Liberia,"Grand Gedeh",5.92751,-8.22098,"Reproductive Health",,http://www.rescue.org/,IRC
Liberia,"Grand Gedeh",5.92751,-8.22098,Shelter,,http://www.care.org/,CARE
Liberia,"Grand Gedeh",5.92751,-8.22098,"Water, Sanitation and Hygiene",,http://www.care.org/,CARE
Liberia,Maryland,4.69688,-7.71281,Agriculture,,http://www.drc.dk/,DRC
Liberia,Maryland,4.69688,-7.71281,"Camp Management",,http://www.drc.dk/,DRC
Liberia,Maryland,4.69688,-7.71281,"Child Protection",,http://www.drc.dk/,DRC
Liberia,Maryland,4.69688,-7.71281,"Child Protection",,http://www.unicef.org/infobycountry/liberia.html,UNICEF
Liberia,Maryland,4.69688,-7.71281,"Community Services",,http://www.drc.dk/,DRC
Liberia,Maryland,4.69688,-7.71281,Education,,http://www.drc.dk/,DRC
Liberia,Maryland,4.69688,-7.71281,Environment,,http://www.drc.dk/,DRC
Liberia,Maryland,4.69688,-7.71281,Food,,http://www.wfp.org/countries/liberia,WFP
Liberia,Maryland,4.69688,-7.71281,"Food Distribution",,http://www.drc.dk/,DRC
Liberia,Maryland,4.69688,-7.71281,"Gender-Based Violence",,http://www.drc.dk/,DRC
Liberia,Maryland,4.69688,-7.71281,Livelihood,,http://www.drc.dk/,DRC
Liberia,Maryland,4.69688,-7.71281,Logistics,,,AIRD
Liberia,Maryland,4.69688,-7.71281,Protection,,http://www.drc.dk/,DRC
Liberia,Maryland,4.69688,-7.71281,Protection,,http://www.lrrrc.com/,LRRRC
Liberia,Maryland,4.69688,-7.71281,Registration,,http://www.lrrrc.com/,LRRRC
Liberia,Maryland,4.69688,-7.71281,Shelter,,http://www.drc.dk/,DRC
Liberia,Maryland,4.69688,-7.71281,"Water, Sanitation and Hygiene",,http://www.drc.dk/,DRC
Liberia,Nimba,6.9755,-8.6965,"Camp Management",,http://www.care.org/,CARE
Liberia,Nimba,6.9755,-8.6965,"Child Protection",,http://www.savethechildren.org.uk,SCUK
Liberia,Nimba,6.9755,-8.6965,"Child Protection",,http://www.unicef.org/infobycountry/liberia.html,UNICEF
Liberia,Nimba,6.9755,-8.6965,Education,,http://www.savethechildren.org.uk,SCUK
Liberia,Nimba,6.9755,-8.6965,Food,,http://www.wfp.org/countries/liberia,WFP
Liberia,Nimba,6.9755,-8.6965,"Food Distribution",,http://www.care.org/,CARE
Liberia,Nimba,6.9755,-8.6965,"Gender-Based Violence",,http://www.rescue.org/,IRC
Liberia,Nimba,6.9755,-8.6965,Health,,,AHA
Liberia,Nimba,6.9755,-8.6965,"Health Care Referral Services",,,AHA
Liberia,Nimba,6.9755,-8.6965,HIV/AIDS,,,AHA
Liberia,Nimba,6.9755,-8.6965,"Malaria Prevention and Control",,,AHA
Liberia,Nimba,6.9755,-8.6965,"Mental Health",,,AHA
Liberia,Nimba,6.9755,-8.6965,Nutrition,,,AHA
Liberia,Nimba,6.9755,-8.6965,Protection,,http://www.lrrrc.com/,LRRRC
Liberia,Nimba,6.9755,-8.6965,Registration,,http://www.lrrrc.com/,LRRRC
Liberia,Nimba,6.9755,-8.6965,"Reproductive Health",,,AHA
Liberia,Nimba,6.9755,-8.6965,"Water, Sanitation and Hygiene",,http://www.care.org/,CARE
"Mali Situation",Niger,15.5807,4.83399,Agriculture,,http://www.unhcr.org,UNHCR
"Mali Situation",Niger,15.5807,4.83399,"Camp Management",,http://www.acted.org,ACTED
"Mali Situation",Niger,15.5807,4.83399,"Camp Management",,,ADKOUL
"Mali Situation",Niger,15.5807,4.83399,"Camp Management",,http://www.iedarelief.org,IEDA-Relief
"Mali Situation",Niger,15.5807,4.83399,"Child Protection",,,IRC
"Mali Situation",Niger,15.5807,4.83399,"Child Protection",,http://www.unhcr.org,UNHCR
"Mali Situation",Niger,15.5807,4.83399,"Child Protection",,http://www.unicef.org/,UNICEF
"Mali Situation",Niger,15.5807,4.83399,"Community Services",,,ADKOUL
"Mali Situation",Niger,15.5807,4.83399,"Community Services",,,ASA
"Mali Situation",Niger,15.5807,4.83399,"Community Services",,http://www.iedarelief.org,IEDA-Relief
"Mali Situation",Niger,15.5807,4.83399,"Community Services",,,IRC
"Mali Situation",Niger,15.5807,4.83399,"Community Services",,http://www.unhcr.org,UNHCR
"Mali Situation",Niger,15.5807,4.83399,"Core Relief Items (CRIs)",,,ADKOUL
"Mali Situation",Niger,15.5807,4.83399,"Core Relief Items (CRIs)",,http://www.iedarelief.org,IEDA-Relief
"Mali Situation",Niger,15.5807,4.83399,"Core Relief Items (CRIs)",,http://www.unhcr.org,UNHCR
"Mali Situation",Niger,15.5807,4.83399,"Core Relief Items (CRIs)",,http://www.unicef.org/,UNICEF
"Mali Situation",Niger,15.5807,4.83399,Education,,,ADKOUL
"Mali Situation",Niger,15.5807,4.83399,Education,,,GoN
"Mali Situation",Niger,15.5807,4.83399,Education,,http://www.iedarelief.org,IEDA-Relief
"Mali Situation",Niger,15.5807,4.83399,Education,,http://www.oxfam.org,Oxfam
"Mali Situation",Niger,15.5807,4.83399,Education,,http://plan-international.org/where-we-work/africa/niger/,"Plan (Niger)"
"Mali Situation",Niger,15.5807,4.83399,Education,,http://www.unhcr.org,UNHCR
"Mali Situation",Niger,15.5807,4.83399,Education,,http://www.unicef.org/,UNICEF
"Mali Situation",Niger,15.5807,4.83399,Environment,,http://www.unhcr.org,UNHCR
"Mali Situation",Niger,15.5807,4.83399,Food,,,ADKOUL
"Mali Situation",Niger,15.5807,4.83399,Food,,,CR-N
"Mali Situation",Niger,15.5807,4.83399,Food,,http://www.iedarelief.org,IEDA-Relief
"Mali Situation",Niger,15.5807,4.83399,Food,,http://plan-international.org/where-we-work/africa/niger/,"Plan (Niger)"
"Mali Situation",Niger,15.5807,4.83399,Food,,http://www.unhcr.org,UNHCR
"Mali Situation",Niger,15.5807,4.83399,Food,,http://www.wfp.org/,WFP
"Mali Situation",Niger,15.5807,4.83399,"Gender-Based Violence",,,IRC
"Mali Situation",Niger,15.5807,4.83399,"Gender-Based Violence",,http://www.unhcr.org,UNHCR
"Mali Situation",Niger,15.5807,4.83399,Health,,,APBE
"Mali Situation",Niger,15.5807,4.83399,Health,,,CR-Q
"Mali Situation",Niger,15.5807,4.83399,Health,,,GoN/MoH
"Mali Situation",Niger,15.5807,4.83399,Health,,http://www.who.int/en/,OMS
"Mali Situation",Niger,15.5807,4.83399,Health,,http://niger.unfpa.org/,UNFPA
"Mali Situation",Niger,15.5807,4.83399,Health,,http://www.unhcr.org,UNHCR
"Mali Situation",Niger,15.5807,4.83399,Health,,http://www.unicef.org/,UNICEF
"Mali Situation",Niger,15.5807,4.83399,HIV/AIDS,,,APBE
"Mali Situation",Niger,15.5807,4.83399,Logistics,,http://www.caritas-africa.org/niger.htm,CADEV
"Mali Situation",Niger,15.5807,4.83399,Logistics,,http://www.iedarelief.org,IEDA-Relief
"Mali Situation",Niger,15.5807,4.83399,Logistics,,,"OIM / IOM"
"Mali Situation",Niger,15.5807,4.83399,Logistics,,http://www.unhcr.org,UNHCR
"Mali Situation",Niger,15.5807,4.83399,Nutrition,,,APBE
"Mali Situation",Niger,15.5807,4.83399,Nutrition,,,CR-Q
"Mali Situation",Niger,15.5807,4.83399,Nutrition,,,GoN/MoH
"Mali Situation",Niger,15.5807,4.83399,Nutrition,,,MSF-F
"Mali Situation",Niger,15.5807,4.83399,Nutrition,,http://www.unicef.org/,UNICEF
"Mali Situation",Niger,15.5807,4.83399,Nutrition,,http://www.wfp.org/,WFP
"Mali Situation",Niger,15.5807,4.83399,Protection,,http://www.caritas-africa.org/niger.htm,CADEV
"Mali Situation",Niger,15.5807,4.83399,Protection,,,CNE
"Mali Situation",Niger,15.5807,4.83399,Protection,,,GoN
"Mali Situation",Niger,15.5807,4.83399,Protection,,,IRC
"Mali Situation",Niger,15.5807,4.83399,Protection,,http://www.unhcr.org,UNHCR
"Mali Situation",Niger,15.5807,4.83399,Registration,,,CNE
"Mali Situation",Niger,15.5807,4.83399,Registration,,http://www.unhcr.org,UNHCR
"Mali Situation",Niger,15.5807,4.83399,Shelter,,http://www.croix-rouge.lu/,CRL
"Mali Situation",Niger,15.5807,4.83399,Shelter,,,GoN
"Mali Situation",Niger,15.5807,4.83399,Shelter,,http://www.unhcr.org,UNHCR
"Mali Situation",Niger,15.5807,4.83399,Shelter,,http://www.unicef.org/,UNICEF
"Mali Situation",Niger,15.5807,4.83399,"Water & Sanitation",,http://www.acted.org,ACTED
"Mali Situation",Niger,15.5807,4.83399,"Water & Sanitation",,,ADKOUL
"Mali Situation",Niger,15.5807,4.83399,"Water & Sanitation",,http://www.adra.org/,ADRA
"Mali Situation",Niger,15.5807,4.83399,"Water & Sanitation",,http://www.cicr.org/fre,CICR
"Mali Situation",Niger,15.5807,4.83399,"Water & Sanitation",,,CR-Q
"Mali Situation",Niger,15.5807,4.83399,"Water & Sanitation",,http://www.iedarelief.org,IEDA-Relief
"Mali Situation",Niger,15.5807,4.83399,"Water & Sanitation",,http://www.oxfam.org,Oxfam
"Mali Situation",Niger,15.5807,4.83399,"Water & Sanitation",,http://plan-international.org/where-we-work/africa/niger/,"Plan (Niger)"
"Mali Situation",Niger,15.5807,4.83399,"Water & Sanitation",,http://www.unhcr.org,UNHCR
"Mali Situation",Niger,15.5807,4.83399,"Water & Sanitation",,http://www.unicef.org/,UNICEF
"Mali Situation",Niger,15.5807,4.83399,"Water & Sanitation",,http://www.wvi.org/wvi/wviweb.nsf,"Word Vision"
"Mali Situation",Mauritania,18.3128,-8.26174,"Camp Management",,http://www.lutheranworld.org/lwf/,LWF
"Mali Situation",Mauritania,18.3128,-8.26174,"Camp Management",,http://www.unhcr.org,UNHCR
"Mali Situation",Mauritania,18.3128,-8.26174,"Child Protection",,http://www.intersos.org/,INTERSOS
"Mali Situation",Mauritania,18.3128,-8.26174,"Child Protection",,http://www.unhcr.org,UNHCR
"Mali Situation",Mauritania,18.3128,-8.26174,"Child Protection",,http://www.unicef.org/,UNICEF
"Mali Situation",Mauritania,18.3128,-8.26174,"Community Services",,http://www.intersos.org/,INTERSOS
"Mali Situation",Mauritania,18.3128,-8.26174,"Community Services",,http://www.unhcr.org,UNHCR
"Mali Situation",Mauritania,18.3128,-8.26174,"Core Relief Items (CRIs)",,http://www.adra.org/,ADRA
"Mali Situation",Mauritania,18.3128,-8.26174,"Core Relief Items (CRIs)",,http://www.cicr.org/fre,CICR
"Mali Situation",Mauritania,18.3128,-8.26174,"Core Relief Items (CRIs)",,http://www.lutheranworld.org/lwf/,LWF
"Mali Situation",Mauritania,18.3128,-8.26174,"Core Relief Items (CRIs)",,,"MSF Belge"
"Mali Situation",Mauritania,18.3128,-8.26174,"Core Relief Items (CRIs)",,http://www.unhcr.org,UNHCR
"Mali Situation",Mauritania,18.3128,-8.26174,"Core Relief Items (CRIs)",,http://www.unicef.org/,UNICEF
"Mali Situation",Mauritania,18.3128,-8.26174,Education,,http://www.intersos.org/,INTERSOS
"Mali Situation",Mauritania,18.3128,-8.26174,Education,,http://www.unhcr.org,UNHCR
"Mali Situation",Mauritania,18.3128,-8.26174,Education,,http://www.unicef.org/,UNICEF
"Mali Situation",Mauritania,18.3128,-8.26174,Food,,,CSA
"Mali Situation",Mauritania,18.3128,-8.26174,Food,,http://www.unhcr.org,UNHCR
"Mali Situation",Mauritania,18.3128,-8.26174,Food,,http://www.wfp.org/,WFP
"Mali Situation",Mauritania,18.3128,-8.26174,Health,,,GoM
"Mali Situation",Mauritania,18.3128,-8.26174,Health,,,"MSF Belge"
"Mali Situation",Mauritania,18.3128,-8.26174,Health,,http://niger.unfpa.org/,UNFPA
"Mali Situation",Mauritania,18.3128,-8.26174,Health,,http://www.unhcr.org,UNHCR
"Mali Situation",Mauritania,18.3128,-8.26174,Health,,http://www.unicef.org/,UNICEF
"Mali Situation",Mauritania,18.3128,-8.26174,Logistics,,http://www.unhcr.org,UNHCR
"Mali Situation",Mauritania,18.3128,-8.26174,Nutrition,,,GoM
"Mali Situation",Mauritania,18.3128,-8.26174,Nutrition,,,"MSF Belge"
"Mali Situation",Mauritania,18.3128,-8.26174,Nutrition,,http://www.unicef.org/,UNICEF
"Mali Situation",Mauritania,18.3128,-8.26174,Nutrition,,http://www.wfp.org/,WFP
"Mali Situation",Mauritania,18.3128,-8.26174,Protection,,,ALPD
"Mali Situation",Mauritania,18.3128,-8.26174,Protection,,http://www.intersos.org/,INTERSOS
"Mali Situation",Mauritania,18.3128,-8.26174,Protection,,http://www.unhcr.org,UNHCR
"Mali Situation",Mauritania,18.3128,-8.26174,Protection,,http://www.unicef.org/,UNICEF
"Mali Situation",Mauritania,18.3128,-8.26174,Registration,,,ALPD
"Mali Situation",Mauritania,18.3128,-8.26174,Registration,,,GoM
"Mali Situation",Mauritania,18.3128,-8.26174,Registration,,http://www.unhcr.org,UNHCR
"Mali Situation",Mauritania,18.3128,-8.26174,Shelter,,,GoM
"Mali Situation",Mauritania,18.3128,-8.26174,Shelter,,http://www.lutheranworld.org/lwf/,LWF
"Mali Situation",Mauritania,18.3128,-8.26174,Shelter,,http://www.unhcr.org,UNHCR
"Mali Situation",Mauritania,18.3128,-8.26174,"Water & Sanitation",,http://www.cicr.org/fre,CICR
"Mali Situation",Mauritania,18.3128,-8.26174,"Water & Sanitation",,,GoM
"Mali Situation",Mauritania,18.3128,-8.26174,"Water & Sanitation",,,"MSF Belge"
"Mali Situation",Mauritania,18.3128,-8.26174,"Water & Sanitation",,,Oxfam
"Mali Situation",Mauritania,18.3128,-8.26174,"Water & Sanitation",,http://www.solidarites.org/default.shtml,"SOLIDARITES INTERNATIONAL"
"Mali Situation",Mauritania,18.3128,-8.26174,"Water & Sanitation",,http://www.unhcr.org,UNHCR
"Mali Situation",Mauritania,18.3128,-8.26174,"Water & Sanitation",,http://www.unicef.org/,UNICEF
"Nigeria Situation",Niger,14.4347,12.3486,"Child Protection",,http://www.unicef.org/,UNICEF
"Nigeria Situation",Niger,14.4347,12.3486,"Core Relief Items (CRIs)",,,"OIM / IOM"
"Nigeria Situation",Niger,14.4347,12.3486,"Core Relief Items (CRIs)",,http://www.unhcr.org,UNHCR
"Nigeria Situation",Niger,14.4347,12.3486,Food,,http://www.cicr.org/fre,CICR
"Nigeria Situation",Niger,14.4347,12.3486,Food,,http://www.wfp.org/,WFP
"Nigeria Situation",Niger,14.4347,12.3486,Health,,http://www.who.int/en/,OMS
"Nigeria Situation",Niger,14.4347,12.3486,Nutrition,,http://www.wfp.org/,WFP
"Nigeria Situation",Niger,14.4347,12.3486,Protection,,,CNE
"Nigeria Situation",Niger,14.4347,12.3486,Protection,,,IRC
"Nigeria Situation",Niger,14.4347,12.3486,Protection,,http://www.unhcr.org,UNHCR
"Nigeria Situation",Niger,14.4347,12.3486,Registration,,http://www.acted.org,ACTED
"Nigeria Situation",Niger,14.4347,12.3486,Shelter,,http://www.croix-rouge.lu/,CRL
"Nigeria Situation",Niger,14.4347,12.3486,Transportation,,,"OIM / IOM"
"Nigeria Situation",Niger,14.4347,12.3486,"Water & Sanitation",,http://www.cicr.org/fre,CICR
"Mali Situation","Burkina Faso",13.1971,-2.74658,Agriculture,,,CRS
"Mali Situation","Burkina Faso",13.1971,-2.74658,Agriculture,,,FAO
"Mali Situation","Burkina Faso",13.1971,-2.74658,Agriculture,,http://www.help-ev.de/en/projects/burkinafaso/,HELP-Germany
"Mali Situation","Burkina Faso",13.1971,-2.74658,Agriculture,,,MAE
"Mali Situation","Burkina Faso",13.1971,-2.74658,Agriculture,,http://www.unhcr.org,UNHCR
"Mali Situation","Burkina Faso",13.1971,-2.74658,Agriculture,,http://www.veterinairessansfrontieres.be,VSF
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Camp Management",,,CONAREF
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Camp Management",,http://www.iedarelief.org,IEDA-Relief
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Camp Management",,http://www.unhcr.org,UNHCR
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Core Relief Items (CRIs)",,http://www.croixrougebk.org,CR-BKF
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Core Relief Items (CRIs)",,,CRS
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Core Relief Items (CRIs)",,http://www.unhcr.org,UNHCR
"Mali Situation","Burkina Faso",13.1971,-2.74658,Education,,,CREDO
"Mali Situation","Burkina Faso",13.1971,-2.74658,Education,,,MENA
"Mali Situation","Burkina Faso",13.1971,-2.74658,Education,,http://www.nrc.no/?did=9654105,NRC
"Mali Situation","Burkina Faso",13.1971,-2.74658,Education,,,"Plan Burkina"
"Mali Situation","Burkina Faso",13.1971,-2.74658,Education,,,TDH
"Mali Situation","Burkina Faso",13.1971,-2.74658,Education,,http://www.unhcr.org,UNHCR
"Mali Situation","Burkina Faso",13.1971,-2.74658,Education,,http://www.unicef.org/,UNICEF
"Mali Situation","Burkina Faso",13.1971,-2.74658,Environment,,http://www.help-ev.de/en/projects/burkinafaso/,HELP-Germany
"Mali Situation","Burkina Faso",13.1971,-2.74658,Environment,,http://www.iedarelief.org,IEDA-Relief
"Mali Situation","Burkina Faso",13.1971,-2.74658,Environment,,,"OCADES CARITAS"
"Mali Situation","Burkina Faso",13.1971,-2.74658,Environment,,http://www.unhcr.org,UNHCR
"Mali Situation","Burkina Faso",13.1971,-2.74658,Food,,http://www.croixrougebk.org,CR-BKF
"Mali Situation","Burkina Faso",13.1971,-2.74658,Food,,,Hope87
"Mali Situation","Burkina Faso",13.1971,-2.74658,Food,,http://www.iedarelief.org,IEDA-Relief
"Mali Situation","Burkina Faso",13.1971,-2.74658,Food,,http://www.unhcr.org,UNHCR
"Mali Situation","Burkina Faso",13.1971,-2.74658,Food,,http://www.wfp.org/,WFP
